#NSGA2
popsize 100
maxGen 200
numVar 22
numObj 3
numCons 4
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 200
currentGen	1
evaluateCount	100
totalTime	20.4785
firstFrontCount	5
frontCount	69
avgEvalTime	0.203051
#end
NumDecks	SLayout	Length	Width	Height	Wheelbase	Structure	NumChargers	Gangway	Pitch	SWidth	MType	DWidth	Topology	UPower	Capacity	ChaPow	PSpace	FA1	FA2	RA1	RA2	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	
1	3	14.1773	2.20035	2.81321	5.49594	2	163	0.520928	0.81	0.45	4	1.12111	4	65	330	251	0.209736	17.245	6.55429	9.56351	7.94563	0.628624	-37.0173	0.405576	0	0	0	0	
1	1	10.3035	2.38838	3.13789	5.32572	1	8	0.488609	0.71847	0.44843	2	0.841924	5	54	201	50	0.204501	29.8372	5.31347	16.9075	9.58676	1.99707	-23.383	0.129169	0	0	0	0	
1	2	11.9011	2.58647	3.32158	4.966	2	111	0.496017	0.806706	0.417261	3	0.704079	3	68	150	87	0.25	6.53341	3.19604	16.7258	1	1.01349	-21.2257	0.170573	0	0	0	0	
2	3	11.9011	2.50371	3.89522	5.67144	1	59	0.55	0.806706	0.45	1	0.772585	3	78	70	87	0.206632	11.4621	1	14.018	5.93687	0.796045	-14.8992	0.170034	0	0	0	0	
1	3	14.3343	2.66007	3.11672	5.85548	2	181	0.549974	0.81	0.445444	3	0.82511	5	66	446	478	0.200805	31.5633	11.8528	8.51413	4.46054	97016.1	-37.7357	900	0	0	0	0	
2	2	11.9011	2.58647	3.89522	5.13659	2	53	0.503352	0.806706	0.417261	1	1.23175	3	88	234	87	0.206632	5	3.19604	6.35643	1.0217	0.831008	-8.87196	0.151846	0	0	0	0	
1	3	14.1773	2.66573	2.73823	5.49594	3	17	0.519691	0.764767	0.426057	1	0.693653	3	84	500	345	0.246467	35	13.6136	15.5116	7.45608	0.541221	-32.7879	0.214076	0	0	0	0	
1	3	14.1773	2.66573	3.17193	7	3	17	0.537655	0.764767	0.431179	3	1.08662	3	55	330	50	0.246467	34.1233	13.6136	15.5116	7.94563	0.542135	-35.29	0.174393	0	0	0	0	
1	1	10.3035	2.38838	3.54478	7	2	8	0.484268	0.71847	0.44843	4	0.841924	5	82	201	151	0.188437	29.8372	5.31347	10.7866	7.15563	1.67945	-23.2755	0.123923	0	0	0	0	
2	3	11.9011	2.50371	3.89522	5.67144	1	59	0.509551	0.806706	0.45	1	0.772585	3	75	70	87	0.206632	11.4621	1	14.018	5.93687	0.795778	-13.4758	0.170034	0	0	0	0	
1	3	14.1773	2.66215	2.67572	7	3	99	0.541177	0.737781	0.436515	4	0.898959	4	71	70	82	0.25	26.719	6.55429	15.5116	9.74828	0.575681	-35.6153	0.256552	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.86102	1	59	0.509551	0.806706	0.415285	1	0.772585	3	75	145	50	0.206632	14.4162	3.19604	22.2017	5.93687	0.784187	-10.6989	0.154036	0	0	0	0	
1	2	15.2896	2.53741	2.53479	5.96397	1	96	0.55	0.735229	0.446533	4	0.705974	3	106	368	500	0.224079	32.8428	1	15.8767	1.09114	0.79372	-36.8802	0.401051	0	0	0	0	
1	4	11.9011	2.50371	3.86961	4.86102	1	59	0.509551	0.81	0.45	1	0.795318	3	75	140	50	0.206632	21.4413	1	14.018	5.93687	0.760815	-9.63659	0.154945	0	0	0	0	
2	3	11.9011	2.58647	3.89522	4.5	2	53	0.503352	0.806706	0.417261	3	1.01962	3	50	70	87	0.206632	5	1.01922	18.7482	1	0.617329	-11.5298	0.162047	0	0	0	0	



#Generation 19 / 200
currentGen	19
evaluateCount	1900
totalTime	689.984
firstFrontCount	41
frontCount	3
avgEvalTime	0.36838
#end
NumDecks	SLayout	Length	Width	Height	Wheelbase	Structure	NumChargers	Gangway	Pitch	SWidth	MType	DWidth	Topology	UPower	Capacity	ChaPow	PSpace	FA1	FA2	RA1	RA2	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	
1	2	14.1773	2.7	2.32841	6.22884	1	99	0.55	0.752188	0.45	3	0.833346	5	50	409	421	0.224078	33.5507	6.55429	15.5116	13.0076	0.828409	-37.4672	0.41022	0	0	0	0	
1	2	15.2896	2.53741	2.53479	5.96397	1	96	0.55	0.735229	0.45	4	0.705974	3	106	368	500	0.224079	32.8428	4.22776	15.8767	1.09114	0.801631	-37.3176	0.405264	0	0	0	0	
1	3	14.1773	2.20035	2.81321	5.49594	3	163	0.520928	0.81	0.45	3	1.00902	3	65	70	245	0.209736	25.8937	6.55429	13.6374	7.94563	0.588909	-37.1936	0.380189	0	0	0	0	
1	3	11.9011	2.50371	3.83	4.86102	1	59	0.509551	0.81	0.45	1	0.812339	3	75	140	50	0.206632	25.2157	2.43842	14.018	5.93687	0.782334	-13.5553	0.154351	0	0	0	0	
1	2	14.1773	2.7	2.78238	6.22884	1	23	0.55	0.752188	0.448595	3	0.704119	4	50	328	421	0.224078	33.5507	2.78023	15.5116	13.0076	0.842237	-37.2126	0.232589	0	0	0	0	
1	1	10.3035	2.48176	3.00932	7	1	8	0.484268	0.71847	0.45	4	0.926355	4	57	201	50	0.188336	22.3984	7.8625	16.9075	1	1.98728	-32.0714	0.130195	0	0	0	0	
2	2	11.9011	2.58647	3.89522	5.67021	3	53	0.516847	0.806706	0.417261	1	0.665248	3	50	167	87	0.206632	13.8016	3.19604	14.018	1	0.742785	-12.2145	0.137194	0	0	0	0	
1	3	13.7512	2.6097	3.11672	5.75961	2	71	0.55	0.81	0.447729	3	0.802198	5	114	200	93	0.221097	26.5082	9.50802	13.6117	3.94763	0.618152	-36.7534	0.22021	0	0	0	0	
1	3	11.9011	2.50371	3.83	4.86102	1	59	0.509551	0.81	0.45	1	0.812339	3	75	140	50	0.206632	23.295	2.43842	14.018	5.93687	0.782171	-13.5258	0.154247	0	0	0	0	
1	3	14.1773	2.20035	2.81321	5.53243	2	163	0.520928	0.719578	0.45	3	1.12111	3	65	111	50	0.209736	29.2095	6.55429	9.56351	7.94563	0.576595	-36.2207	0.227601	0	0	0	0	
1	2	11.9011	2.58647	3.32158	4.5	2	53	0.496017	0.806706	0.417261	3	0.704079	3	68	150	87	0.25	6.53341	3.19604	14.018	1	1.01291	-20.7174	0.134829	0	0	0	0	
1	2	8	2.58647	3.32158	4.5	2	53	0.500237	0.806706	0.417261	3	0.704079	3	68	70	87	0.25	5	3.19604	14.018	1	1.50127	-27.4393	0.109656	0	0	0	0	
1	2	11.9011	2.58647	3.32158	4.5	2	48	0.500237	0.806706	0.41913	3	0.704079	3	68	150	87	0.25	5	3.19604	14.018	1	1.01766	-20.6838	0.133696	0	0	0	0	
1	4	11.9011	2.50371	3.83	4.86102	2	59	0.509551	0.81	0.45	1	0.812339	3	75	140	50	0.206632	25.2157	2.43842	14.018	5.93687	0.603639	-10.5857	0.150619	0	0	0	0	
2	3	11.9011	2.58647	3.89522	5.28745	2	53	0.503352	0.806706	0.417261	3	0.665248	3	50	167	50	0.206632	33.2786	3.19604	14.018	1	0.609241	-13.2409	0.150076	0	0	0	0	
2	3	11.9011	2.58647	3.71529	4.65027	2	39	0.523983	0.806706	0.417261	1	0.665248	3	50	167	87	0.206632	5	3.19604	14.0597	1	0.603582	-9.46865	0.146684	0	0	0	0	
2	3	11.9011	2.58647	3.89522	5.54226	2	53	0.503352	0.806706	0.417261	3	0.665248	3	50	167	87	0.206632	33.2786	3.19604	14.018	1	0.61089	-13.5038	0.158294	0	0	0	0	
1	3	14.1773	2.66573	3.17193	7	3	55	0.55	0.770411	0.427156	2	1.00113	3	55	330	50	0.246467	35	13.6136	15.5116	1	0.527121	-34.0159	0.180905	0	0	0	0	
1	3	11.9011	2.50371	3.83	4.86102	1	59	0.509551	0.81	0.45	1	0.812339	3	75	140	50	0.206632	25.2157	2.43842	14.018	5.93687	0.782334	-13.5553	0.154351	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.86102	2	59	0.509551	0.806706	0.415285	1	1.13467	3	75	145	50	0.206632	14.4162	1	20.3831	1	0.615303	-10.9537	0.144584	0	0	0	0	
2	3	9.333	2.50371	3.8484	5.06613	2	59	0.529546	0.806706	0.4	1	0.714337	3	88	70	87	0.206632	28.8131	3.19604	18.3688	5.93687	0.997301	-15.4335	0.132598	0	0	0	0	
1	3	16.4343	2.7	3.11672	5.48184	2	200	0.549974	0.81	0.45	3	0.82511	5	66	446	463	0.190422	33.0931	9.46575	30.5393	4.46054	77494.8	-38.2542	900	0	0	0	0	
2	2	11.9011	2.58647	3.89522	5.3256	3	53	0.516847	0.806706	0.417261	1	0.665248	3	50	167	50	0.206632	14.3569	3.19604	14.018	1	0.740928	-11.7702	0.128388	0	0	0	0	
2	3	11.9011	2.58647	3.89522	4.5	3	53	0.50926	0.806706	0.417261	3	0.805306	3	50	234	87	0.206632	5	1.01922	18.7482	1	0.556347	-11.586	0.161358	0	0	0	0	
1	1	10.3035	2.38838	3.01041	7	2	8	0.484268	0.71847	0.44843	4	0.841924	5	82	201	151	0.188437	29.8372	5.31347	25.5968	7.15563	1.64715	-31.9203	0.121435	0	0	0	0	
1	3	12.5584	2.66573	3.17193	7	3	17	0.474219	0.770411	0.437016	4	1.00113	3	55	330	50	0.246467	34.1233	13.6136	15.5116	1	0.553296	-33.2648	0.164348	0	0	0	0	
1	2	11.9011	2.58647	3.32158	4.5	2	48	0.500237	0.806706	0.41913	3	0.704079	4	68	150	87	0.25	21.0543	3.19604	14.018	1	1.06678	-22.3691	0.152452	0	0	0	0	
2	2	11.9011	2.58647	3.89522	5.54226	2	53	0.503352	0.806706	0.417261	3	0.665248	3	50	156	87	0.206632	33.2786	3.19604	14.018	1	0.823275	-13.5262	0.141178	0	0	0	0	
1	3	14.1773	2.66573	3.17193	6.35518	3	17	0.55	0.770411	0.427156	4	1.00113	3	57	330	50	0.246467	34.1233	4.22803	15.5116	1	0.531036	-35.7519	0.166727	0	0	0	0	
1	2	11.9011	2.58647	3.32158	4.5	2	48	0.500237	0.806706	0.41913	3	1.068	5	118	150	87	0.25	21.0543	3.19604	14.018	2.2869	1.1007	-22.462	0.156562	0	0	0	0	
1	3	14.1773	2.51397	3.17193	6.46762	2	17	0.537655	0.770411	0.427156	4	1.00113	3	55	330	50	0.246467	21.7806	21	20.3009	1	0.599223	-33.4441	0.165865	0	0	0	0	
1	3	14.1773	2.20035	2.81321	5.33924	2	163	0.520928	0.81	0.45	3	1.12111	3	65	111	120	0.209736	30.6025	6.55429	9.56351	7.94563	0.601779	-37.1905	0.26961	0	0	0	0	
2	3	9.333	2.50371	3.8484	4.69249	2	30	0.529546	0.806706	0.4	1	0.714337	3	88	70	50	0.206632	17.5797	3.19604	18.3688	8.36801	0.989628	-12.9911	0.109218	0	0	0	0	
1	3	14.1773	2.66573	3.17193	7	3	55	0.55	0.770411	0.427156	1	1.00113	3	55	330	50	0.246467	35	13.6136	15.5116	1	0.527214	-34.0173	0.18073	0	0	0	0	
2	3	11.9011	2.58647	3.89522	5.54226	2	53	0.503352	0.806706	0.417261	3	0.665248	3	50	167	87	0.206632	33.2786	3.19604	14.018	1	0.61089	-13.5038	0.158294	0	0	0	0	
1	2	11.9011	2.58647	3.32158	4.5	3	48	0.500237	0.81	0.41913	4	0.704079	4	68	150	87	0.25	6.02569	3.19604	14.018	1	0.983926	-21.0514	0.150986	0	0	0	0	
2	3	11.9011	2.58647	3.89522	4.5	3	53	0.50926	0.806706	0.417261	3	0.805306	3	59	234	62	0.206632	5	1.01922	17.1126	1	0.559035	-11.5993	0.157018	0	0	0	0	
1	3	11.9011	2.50371	3.83	4.86102	1	59	0.509551	0.81	0.45	1	0.812339	3	66	140	75	0.206632	25.2157	2.43842	15.6536	5.93687	0.781117	-13.515	0.158673	0	0	0	0	
2	3	9.333	2.50371	3.8484	4.69249	2	59	0.529546	0.806706	0.4	2	0.714337	3	88	108	50	0.206632	17.5797	3.19604	18.3688	8.36801	0.985845	-12.9887	0.122739	0	0	0	0	
1	2	11.9011	2.58647	3.32158	4.5	2	48	0.500237	0.806706	0.41913	1	0.704079	3	68	112	87	0.25	5	3.19604	14.018	1	1.0052	-20.5963	0.124228	0	0	0	0	
1	2	11.9011	2.58647	3.32158	4.5	2	53	0.496017	0.806706	0.417261	3	0.704079	3	68	150	87	0.25	6.53341	3.19604	14.018	1	1.01291	-20.7174	0.134829	0	0	0	0	
1	3	14.1773	2.20035	2.81321	5.49594	2	163	0.520928	0.81	0.45	3	1.12111	3	65	111	251	0.209736	29.2095	6.55429	9.56351	7.94563	0.61482	-37.1905	0.373238	0	0	0	0	
1	3	14.1773	2.66573	3.17193	7	3	17	0.55	0.770411	0.427156	4	1.00113	3	55	330	50	0.246467	34.1233	13.6136	15.5116	1	0.533395	-35.7519	0.168335	0	0	0	0	
2	3	9.333	2.50371	3.8484	4.69249	2	59	0.529546	0.806706	0.4	1	0.714337	3	88	70	50	0.206632	17.5797	3.19604	18.3688	8.36801	0.989628	-12.9911	0.121965	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.5	3	118	0.487227	0.806706	0.407476	1	0.65	3	50	234	87	0.207323	6.81003	3.19604	13.9637	1	0.531275	-7.83944	0.208136	0	0	0	0	
1	3	14.3343	2.66007	3.11672	5.85548	2	181	0.549974	0.81	0.445444	3	0.82511	5	66	446	478	0.190422	26.5082	11.8528	8.51413	4.46054	92787.6	-37.7283	900	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.5	3	118	0.487227	0.806706	0.407736	1	0.65	3	50	234	87	0.207323	6.81003	3.19604	13.9637	1.32086	0.531385	-7.84026	0.208207	0	0	0	0	
1	3	16.4343	2.66007	3.11672	5.85548	2	200	0.549974	0.81	0.445444	3	0.82511	5	66	446	463	0.190422	33.0931	9.46575	30.5393	4.46054	78759.1	-37.6954	900	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.5	3	118	0.487227	0.806706	0.407736	1	0.65	3	50	234	87	0.207323	6.81003	3.19604	13.9637	1.32086	0.531385	-7.84026	0.208207	0	0	0	0	
1	3	14.3343	2.66007	3.10858	4.90574	2	181	0.549974	0.81	0.448483	3	0.82511	5	170	500	478	0.190422	26.5082	11.8528	8.51413	4.46054	92787.6	-38.0821	900	0	0	0	0	
2	3	11.9011	2.58647	3.89522	4.5	2	53	0.503352	0.806706	0.417261	3	0.805306	3	50	234	87	0.206632	5	1.01922	18.7482	1	0.606148	-11.4658	0.162302	0	0	0	0	
2	3	11.9011	2.58647	3.89522	5.18461	2	53	0.503352	0.806706	0.417261	3	0.665248	3	50	167	50	0.206632	5	3.19604	14.018	1	0.611682	-11.3808	0.15161	0	0	0	0	
1	2	11.9011	2.58647	3.32158	4.5	2	53	0.500237	0.806706	0.417261	3	0.704079	3	68	150	87	0.25	5	3.19604	14.018	1	1.01766	-20.6503	0.136759	0	0	0	0	
2	3	11.9011	2.58647	3.89522	5.20644	2	53	0.503352	0.806706	0.417261	3	0.665248	3	50	167	87	0.206632	33.2786	3.19604	14.018	1	0.61089	-13.1952	0.158294	0	0	0	0	
1	3	13.7512	2.6097	3.11672	5.75961	2	84	0.55	0.81	0.445444	3	0.802198	5	72	422	93	0.221097	26.5082	9.50802	13.6117	3.94763	0.618999	-36.4773	0.255499	0	0	0	0	
1	3	13.7512	2.57488	3.11672	5.75961	2	84	0.55	0.81	0.445444	3	0.802198	5	72	422	93	0.221097	26.5082	9.50802	13.6117	3.94763	0.621765	-36.4776	0.254514	0	0	0	0	
1	3	14.1773	2.20035	2.81321	5.63138	2	163	0.53419	0.81	0.45	3	1.12111	3	65	330	251	0.209736	25.8937	6.55429	10.9132	7.94563	0.600414	-36.6349	0.385886	0	0	0	0	
1	2	14.1773	2.7	2.3	6.22884	1	99	0.55	0.752188	0.448595	3	0.833346	5	50	409	421	0.224078	33.5507	6.55429	15.5116	13.0076	0.826816	-37.2826	0.41007	0	0	0	0	
1	2	14.1773	2.7	2.78238	6.22884	1	23	0.547561	0.752188	0.448595	3	0.704119	4	50	328	421	0.224078	33.5507	2.78023	15.5116	13.0076	0.842237	-37.0837	0.232589	0	0	0	0	
1	3	11.9011	2.50371	3.83	4.86102	1	59	0.509551	0.81	0.45	1	0.812339	3	75	140	93	0.206632	25.2157	2.43842	14.018	5.93687	0.784483	-13.5553	0.16398	0	0	0	0	
1	1	10.3035	2.48176	3.00932	7	1	8	0.484268	0.716165	0.45	4	0.99292	4	57	201	50	0.188336	22.3984	7.8625	16.9075	1	1.98728	-32.0693	0.130195	0	0	0	0	
1	2	11.9011	2.58647	3.32158	4.5	2	53	0.500237	0.806706	0.417261	3	0.704079	3	62	150	87	0.25	5	3.19604	14.018	1	1.01863	-20.6769	0.137447	0	0	0	0	
2	3	11.9011	2.58647	3.89522	5.18461	2	53	0.503352	0.806706	0.417261	3	0.719801	3	50	167	54	0.206632	5	3.19604	14.3359	1	0.611954	-11.4456	0.152727	0	0	0	0	
2	3	11.9011	2.58647	3.71529	5.11626	2	53	0.523983	0.806706	0.417261	1	1.14585	3	50	167	87	0.206632	5	3.19604	14.403	2.87994	0.604314	-9.67084	0.155709	0	0	0	0	
2	3	11.9011	2.58647	3.89522	4.5	2	53	0.503352	0.806706	0.417261	3	0.805306	3	50	234	87	0.206632	7.91022	1.01922	18.7482	1	0.60619	-11.4732	0.162326	0	0	0	0	
1	3	16.0484	2.59076	2.72859	5.85548	2	131	0.547535	0.81	0.445444	3	0.65	5	66	446	459	0.175	26.5082	6.35804	12.0616	4.46054	77108.9	-37.4296	900	0	0	0	0	
2	3	11.9011	2.50371	3.90791	4.5	3	118	0.487227	0.806706	0.407476	1	0.65	3	50	234	87	0.207323	6.81003	3.19604	16.4047	1	0.531408	-8.15279	0.208169	0	0	0	0	
1	3	14.3343	2.66007	3.10858	5.49803	2	181	0.549974	0.81	0.448483	3	0.82511	4	170	500	478	0.20785	26.1374	11.8528	8.57285	4.46054	99677.9	-38.0953	900	0	0	0	0	
1	3	14.1773	2.20035	2.81321	5.49594	3	163	0.520928	0.81	0.448231	3	1.00902	4	85	106	245	0.209736	25.8937	6.55429	13.6374	7.94563	0.599406	-36.9609	0.386941	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.5	3	118	0.487227	0.806706	0.407476	1	0.65	3	50	234	87	0.207323	6.81003	3.19604	13.9637	1	0.531275	-7.83944	0.208136	0	0	0	0	
2	3	11.9011	2.58647	3.89522	5.20644	2	53	0.503352	0.806706	0.417261	3	0.665248	3	50	124	87	0.206632	33.2786	3.19604	14.1537	1	0.612588	-13.2058	0.156445	0	0	0	0	
1	3	16.0484	2.59076	2.3	5.85548	2	131	0.547535	0.808295	0.445444	3	0.65	5	66	446	459	0.175	26.5082	6.35804	5	4.46054	77108.9	-37.3895	900	0	0	0	0	
2	3	11.9011	2.50371	3.76582	4.5	3	118	0.498467	0.806706	0.407476	1	0.65	3	50	234	50	0.207323	11.0746	3.19604	15.3231	3.53049	0.529599	-7.39901	0.189322	0	0	0	0	
1	1	10.3035	2.48176	3.10233	7	1	8	0.484268	0.716165	0.423167	4	0.99529	4	57	201	50	0.188336	22.3984	2.3032	16.9075	1	1.99486	-30.0377	0.129599	0	0	0	0	
2	3	11.9011	2.58647	3.71529	4.5	2	39	0.523983	0.806706	0.417261	1	0.665248	3	50	167	87	0.206632	5	3.19604	14.0597	5.46954	0.605985	-9.46542	0.148134	0	0	0	0	
2	2	11.9011	2.58647	4.5	5.3256	3	53	0.516847	0.806706	0.417261	1	0.665248	3	50	167	50	0.206632	14.3569	3.19604	14.018	1	0.74911	-10.4006	0.129324	0	0	0	0	
2	2	11.9011	2.58647	3.89522	5.67021	3	53	0.516847	0.806706	0.417261	1	0.65	3	50	167	87	0.206632	13.8016	3.19604	14.018	1	0.742785	-12.1951	0.137194	0	0	0	0	
1	1	10.3035	2.2	3.09184	7	2	8	0.484268	0.71847	0.44843	4	0.841924	5	82	197	50	0.175	16.0485	5.31347	10.7866	9.58676	1.63967	-26.5755	0.120634	0	0	0	0	
1	3	14.1773	2.2	3.17193	6.57369	3	17	0.537655	0.770411	0.427156	4	1.00113	3	55	408	50	0.246467	34.1233	13.6136	15.5116	1	0.591983	-27.9326	0.164439	0	0	0	0	
1	2	8	2.58647	3.32158	4.5	2	53	0.500237	0.806706	0.417261	3	0.704079	3	68	70	223	0.25	20.0286	3.19604	14.018	2.12938	1.5314	-27.4393	0.148148	0	0	0	0	
1	3	12.5584	2.66573	3.17193	7	3	17	0.499252	0.770411	0.4	4	0.812258	3	55	330	73	0.246467	34.1233	13.6136	15.5116	1	0.553511	-32.5157	0.164826	0	0	0	0	
1	3	11.9011	2.50371	3.83	4.86102	1	59	0.509551	0.81	0.45	1	0.812339	3	75	140	50	0.206632	24.3246	2.43842	14.018	6.06992	0.782373	-13.539	0.154378	0	0	0	0	
1	3	14.3343	2.66007	3.10858	5.49803	2	150	0.549974	0.81	0.448483	3	0.82511	5	170	500	478	0.20785	26.1374	11.8528	8.57285	4.46054	99677.9	-38.0937	900	0	0	0	0	
1	3	16.4343	2.66007	3.11672	5.85548	2	200	0.549974	0.81	0.445444	3	0.80443	5	66	446	327	0.190422	33.0931	13.8996	30.5393	3.33116	78759.1	-37.6877	900	0	0	0	0	
1	1	10.3035	2.38838	3.44124	7	2	8	0.484268	0.71847	0.44843	4	0.841924	5	82	201	50	0.188437	29.8372	5.31347	10.7866	9.58676	1.66826	-24.7263	0.123538	0	0	0	0	
2	3	11.9011	2.50371	3.76582	4.5	3	118	0.494247	0.806706	0.407476	1	0.65	3	50	234	87	0.207323	6.81003	3.19604	13.9637	1	0.530153	-6.74622	0.207961	0	0	0	0	
1	1	10.3035	2.38838	3.13789	7	1	8	0.488609	0.71847	0.44843	2	0.841924	5	72	201	50	0.204501	29.8372	5.31347	16.9075	9.58676	2.00867	-31.9417	0.130284	0	0	0	0	
1	2	16.6334	2.3225	2.81065	5.77185	3	200	0.467291	0.675738	0.45	3	1.05539	3	78	154	274	0.196516	28.8347	3.03418	35	9.47348	0.550777	-35.568	0.445286	0	0	0	0	
2	3	11.9011	2.58647	3.89522	6.71756	3	53	0.503352	0.806706	0.417261	1	1.23175	3	60	253	97	0.206632	30.3519	3.19604	14.018	5.93687	0.561482	-16.9581	0.16788	0	0	0	0	
1	1	10.3035	2.38838	3.44124	7	2	8	0.484268	0.71847	0.44843	4	0.841924	5	82	201	50	0.175	29.8372	5.31347	10.7866	9.58676	1.66826	-24.7263	0.123538	0	0	0	0	
1	2	8	2.58647	3.32158	4.5	2	53	0.500237	0.806706	0.417261	4	0.704079	3	68	70	223	0.25	5	3.19604	14.018	2.12938	1.54041	-27.4393	0.150228	0	0	0	0	
1	3	14.3343	2.66007	3.11672	5.85548	2	181	0.549974	0.81	0.445444	3	0.82511	5	66	446	478	0.200805	31.5633	11.8528	8.51413	4.46054	97016.1	-37.7357	900	0	0	0	0	
1	3	11.9011	2.50371	3.83	4.86102	1	59	0.509551	0.81	0.45	1	0.735986	3	75	140	50	0.206632	25.2157	2.43842	14.018	8.4808	0.78552	-13.5128	0.156355	0	0	0	0	
1	3	14.1773	2.66573	3.17193	6.46762	3	17	0.537655	0.770411	0.427156	4	1.00113	3	55	330	50	0.246467	34.1233	13.6136	15.5116	1	0.533395	-35.1627	0.168335	0	0	0	0	
1	4	11.9011	2.50371	3.86961	4.86102	1	59	0.509551	0.81	0.45	1	0.795318	3	75	140	50	0.206632	21.4413	1	14.018	5.93687	0.760815	-9.63659	0.154945	0	0	0	0	
2	3	11.9011	2.50371	3.76582	4.5	3	118	0.498467	0.806706	0.407476	1	0.65	3	50	234	87	0.207323	11.0746	3.19604	13.9637	3.53049	0.530435	-7.21171	0.208134	0	0	0	0	
2	3	9.333	2.50371	3.8484	4.69249	2	59	0.529546	0.806706	0.4	1	0.714337	3	88	70	87	0.206632	28.8131	3.19604	18.3688	5.93687	0.997301	-12.9911	0.132598	0	0	0	0	
2	2	11.9011	2.58647	3.89522	5.13592	2	53	0.535567	0.806706	0.413381	1	1.23175	3	88	234	50	0.206632	5.17204	3.19604	16.8661	1.0217	0.829401	-11.8612	0.142972	0	0	0	0	
1	2	15.2896	2.53741	2.53479	5.96397	1	96	0.55	0.735229	0.446533	4	0.705974	3	106	368	500	0.224079	32.8428	1	15.8767	1.09114	0.79372	-36.8802	0.401051	0	0	0	0	
1	3	14.1773	2.68993	2.67572	7	3	166	0.541177	0.737781	0.436515	4	1.0172	4	71	70	82	0.25	30.4402	6.55429	15.5116	8.35047	0.573472	-35.6188	0.298339	0	0	0	0	



#Generation 20 / 200
currentGen	20
evaluateCount	2000
totalTime	725.907
firstFrontCount	54
frontCount	2
avgEvalTime	0.354282
#end
NumDecks	SLayout	Length	Width	Height	Wheelbase	Structure	NumChargers	Gangway	Pitch	SWidth	MType	DWidth	Topology	UPower	Capacity	ChaPow	PSpace	FA1	FA2	RA1	RA2	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	
1	2	15.2896	2.53741	2.53479	5.96397	1	96	0.55	0.735229	0.45	4	0.705974	3	106	368	500	0.224079	32.8428	4.22776	15.8767	1.09114	0.801631	-37.3176	0.405264	0	0	0	0	
1	3	14.1773	2.20035	2.81321	5.49594	3	163	0.520928	0.81	0.45	3	1.00902	3	65	70	245	0.209736	25.8937	6.55429	13.6374	7.94563	0.588909	-37.1936	0.380189	0	0	0	0	
1	1	10.3035	2.48176	3.00932	7	1	8	0.484268	0.71847	0.45	4	0.926355	4	57	201	50	0.188336	22.3984	7.8625	16.9075	1	1.98728	-32.0714	0.130195	0	0	0	0	
2	2	11.9011	2.58647	3.89522	5.67021	3	53	0.516847	0.806706	0.417261	1	0.665248	3	50	167	87	0.206632	13.8016	3.19604	14.018	1	0.742785	-12.2145	0.137194	0	0	0	0	
1	3	13.7512	2.6097	3.11672	5.75961	2	71	0.55	0.81	0.447729	3	0.802198	5	114	200	93	0.221097	26.5082	9.50802	13.6117	3.94763	0.618152	-36.7534	0.22021	0	0	0	0	
1	3	14.1773	2.20035	2.81321	5.53243	2	163	0.520928	0.719578	0.45	3	1.12111	3	65	111	50	0.209736	29.2095	6.55429	9.56351	7.94563	0.576595	-36.2207	0.227601	0	0	0	0	
1	2	11.9011	2.58647	3.32158	4.5	2	53	0.496017	0.806706	0.417261	3	0.704079	3	68	150	87	0.25	6.53341	3.19604	14.018	1	1.01291	-20.7174	0.134829	0	0	0	0	
1	2	8	2.58647	3.32158	4.5	2	53	0.500237	0.806706	0.417261	3	0.704079	3	68	70	87	0.25	5	3.19604	14.018	1	1.50127	-27.4393	0.109656	0	0	0	0	
1	2	11.9011	2.58647	3.32158	4.5	2	48	0.500237	0.806706	0.41913	3	0.704079	3	68	150	87	0.25	5	3.19604	14.018	1	1.01766	-20.6838	0.133696	0	0	0	0	
1	4	11.9011	2.50371	3.83	4.86102	2	59	0.509551	0.81	0.45	1	0.812339	3	75	140	50	0.206632	25.2157	2.43842	14.018	5.93687	0.603639	-10.5857	0.150619	0	0	0	0	
2	3	11.9011	2.58647	3.89522	5.28745	2	53	0.503352	0.806706	0.417261	3	0.665248	3	50	167	50	0.206632	33.2786	3.19604	14.018	1	0.609241	-13.2409	0.150076	0	0	0	0	
2	3	11.9011	2.58647	3.71529	4.65027	2	39	0.523983	0.806706	0.417261	1	0.665248	3	50	167	87	0.206632	5	3.19604	14.0597	1	0.603582	-9.46865	0.146684	0	0	0	0	
1	3	14.1773	2.66573	3.17193	7	3	55	0.55	0.770411	0.427156	2	1.00113	3	55	330	50	0.246467	35	13.6136	15.5116	1	0.527121	-34.0159	0.180905	0	0	0	0	
