#NSGA2
popsize 100
maxGen 200
numVar 22
numObj 3
numCons 4
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 200
currentGen	1
evaluateCount	100
totalTime	20.4785
firstFrontCount	5
frontCount	69
avgEvalTime	0.203051
#end
NumDecks	SLayout	Length	Width	Height	Wheelbase	Structure	NumChargers	Gangway	Pitch	SWidth	MType	DWidth	Topology	UPower	Capacity	ChaPow	PSpace	FA1	FA2	RA1	RA2	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	
1	3	14.1773	2.63014	2.81321	5.49594	2	163	0.520928	0.81	0.45	4	1.12111	3	65	330	251	0.226261	25.8937	6.55429	16.1023	7.94563	109529	-36.8788	900	0	0	0	0	
1	3	13.7512	2.6097	3.11672	5.85548	2	109	0.506483	0.81	0.445444	3	0.803224	5	72	422	93	0.221097	26.5082	9.50802	13.6117	3.94763	0.618999	-34.9984	0.271517	0	0	0	0	
1	2	14.1773	2.66573	2.81321	5.49594	3	176	0.537655	0.764767	0.45	3	0.954106	3	55	330	372	0.22713	25.8937	6.55429	12.7863	7.94563	135095	-37.0076	900	0	0	0	0	
1	3	13.7512	2.6097	2.92839	5.85548	2	109	0.506483	0.81	0.445444	3	0.774626	5	72	422	93	0.221097	26.5082	9.50802	8.51413	4.46054	0.61662	-34.9847	0.271809	0	0	0	0	
1	1	10.3035	2.38838	3.96494	7	1	175	0.484268	0.71847	0.44843	4	0.841924	5	82	201	50	0.197755	29.8372	5.31347	16.9075	9.58676	2.12578	-21.2768	0.204182	0	0	0	0	
1	2	14.1773	2.66573	2.81321	5.49594	2	176	0.537655	0.764767	0.45	3	0.65	3	55	330	372	0.22713	25.8937	6.55429	12.7863	7.94563	135095	-36.8513	900	0	0	0	0	
2	3	11.8771	2.50371	3.89522	4.86102	1	53	0.509551	0.806706	0.43796	1	0.772585	3	88	70	87	0.206632	5.21937	3.19604	14.018	5.93687	0.80773	-11.5236	0.175939	0	0	0	0	
1	3	13.7512	2.6097	3.11672	5.85548	2	109	0.506483	0.81	0.445444	3	0.803224	5	72	422	93	0.221097	26.5082	9.50802	8.51413	4.46054	0.620549	-34.9984	0.272542	0	0	0	0	
1	2	14.1773	2.66573	2.81321	5.59747	2	176	0.537655	0.764767	0.45	3	0.65	3	55	238	372	0.22713	25.8937	6.55429	12.7863	7.94563	135095	-36.8545	900	0	0	0	0	
1	1	10.5454	2.38838	3.96494	7	1	175	0.484268	0.71847	0.44843	4	0.65	5	53	201	50	0.181849	29.8372	5.31347	16.0171	9.58676	2.11952	-21.1	0.203073	0	0	0	0	
1	3	14.1773	2.66573	3.11043	7	1	75	0.537655	0.737781	0.45	3	1.3653	4	55	330	421	0.25	34.1233	6.55429	15.5116	7.95141	0.778697	-35.077	0.361905	0	0	0	0	
1	2	16.8801	2.30577	2.53396	6.50551	1	100	0.517209	0.720888	0.420491	3	1.48063	3	99	94	50	0.181899	33.7353	16.6978	18.7473	18.3491	0.74257	-30.8671	0.22588	0	0	0	0	
1	3	14.1773	2.66573	3.11043	7	1	75	0.537655	0.746141	0.45	3	1.3653	4	55	330	421	0.25	34.1233	9.44177	15.5116	7.95141	0.77881	-35.1135	0.36199	0	0	0	0	
1	3	14.1773	2.66215	2.67572	7	3	99	0.542669	0.737781	0.416411	3	1.3653	4	55	317	82	0.25	30.4402	6.55429	15.5116	1.65958	0.561707	-33.1454	0.239636	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.69249	2	59	0.529907	0.806706	0.420893	1	0.772585	4	88	366	87	0.206632	28.8131	3.19604	14.018	5.93687	0.677208	-13.0763	0.212391	0	0	0	0	
1	2	14.1773	2.66573	2.53781	5.49594	2	176	0.537655	0.764767	0.45	3	0.675535	3	55	330	251	0.22713	25.8937	6.55429	9.56351	7.94563	135095	-36.274	900	0	0	0	0	
1	3	14.1773	2.66215	2.67572	7	3	99	0.542669	0.737781	0.426043	4	1.3653	4	59	317	82	0.25	30.4402	6.55429	15.5116	1.65958	0.56215	-33.3843	0.239636	0	0	0	0	
1	3	14.1773	2.7	2.3	7	1	75	0.537655	0.81	0.45	3	1.3653	4	93	330	99	0.20548	34.1233	9.44177	15.5116	1	99029.2	-35.9852	900	0	0	0	0	
1	3	14.1773	2.66215	2.67572	7	3	99	0.542669	0.737781	0.416411	3	1.3653	4	55	317	82	0.25	30.4402	6.55429	15.5116	1.65958	0.561707	-33.1454	0.239636	0	0	0	0	
1	2	13.7512	2.55272	3.11672	5.85548	2	109	0.506483	0.791965	0.445444	3	0.803224	5	72	422	93	0.185191	26.5082	9.50802	8.51413	4.46054	0.699319	-34.6201	0.256926	0	0	0	0	
1	3	14.1773	2.66215	2.67572	7	3	99	0.55	0.737781	0.416411	3	1.3653	4	55	317	122	0.25	30.4402	6.55429	15.4244	10.4374	0.561259	-33.5138	0.256862	0	0	0	0	
1	3	14.1773	2.66215	2.3	7	3	99	0.542669	0.737781	0.416411	3	1.3653	4	55	317	122	0.25	30.4402	6.55429	15.5116	10.4374	0.556837	-33.1455	0.255719	0	0	0	0	
1	3	14.1773	2.66215	2.67572	7	3	99	0.542669	0.737781	0.416411	3	1.3653	4	55	317	82	0.25	30.4402	6.55429	15.5116	1.65958	0.561707	-33.1454	0.239636	0	0	0	0	
1	2	14.2327	2.64828	2.47278	6.79771	3	200	0.45	0.735229	0.433176	2	0.664687	3	138	302	492	0.224079	13.9858	3.41257	15.8767	8.43497	0.599051	-33.8008	0.64864	0	0	0	0	
2	3	11.9011	2.58647	3.89522	5.13659	2	53	0.503352	0.806706	0.417261	1	1.23175	3	92	234	87	0.206632	5	3.19604	14.018	5.93687	0.622293	-10.9407	0.169279	0	0	0	0	
1	2	15.2896	2.48531	2.47278	7	3	96	0.55	0.735229	0.433176	4	0.705974	3	142	302	492	0.224079	32.3706	3.41257	10.904	7.71326	0.630246	-35.7359	0.395989	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.5	2	59	0.509551	0.806706	0.420893	1	0.988683	3	147	229	250	0.207323	6.81003	3.19604	14.018	5.93687	0.653308	-11.1275	0.22158	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.69249	1	59	0.509551	0.806706	0.420893	1	0.906628	3	117	500	87	0.206632	30.2444	3.19604	14.018	5.93687	0.802462	-11.8712	0.210025	0	0	0	0	
1	3	11.9011	2.50371	3.3548	5.20299	1	32	0.521198	0.806706	0.436556	3	0.94024	4	111	70	158	0.206632	5.21937	3.19604	7.45588	2.07272	0.849076	-21.4035	0.216277	0	0	0	0	
1	3	13.7512	2.6097	3.11672	5.85548	2	109	0.506483	0.81	0.449641	3	0.965796	5	72	422	336	0.221097	26.5082	7.39663	8.51413	4.46054	0.626467	-35.5396	0.396935	0	0	0	0	
1	2	16.6334	2.37593	2.81065	5.70714	2	122	0.467291	0.700316	0.436356	4	1.08431	3	99	154	274	0.196516	27.1022	1	28.6423	13.51	0.600743	-34.1821	0.331325	0	0	0	0	
1	3	14.1773	2.66573	3.11043	7	1	75	0.537655	0.746141	0.45	3	1.3653	4	55	330	421	0.25	34.1233	9.44177	15.5116	7.95141	0.77881	-35.1135	0.36199	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.69249	2	59	0.529907	0.760889	0.445253	1	0.772585	4	88	366	87	0.206632	28.8131	3.19604	14.018	5.93687	0.664296	-13.869	0.215031	0	0	0	0	
1	3	18	2.2	2.3	7	1	75	0.530521	0.81	0.45	3	1.3653	4	93	330	99	0.20548	34.1233	5.72442	14.4227	5.01035	88624.3	-35.8456	900	0	0	0	0	
1	1	10.3035	2.21808	3.96494	7	1	200	0.484268	0.71847	0.44843	1	0.65	5	82	201	50	0.197755	29.8372	1	16.0171	9.58676	2.08772	-21.2072	0.210252	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.5	2	59	0.509551	0.806706	0.420893	1	0.927641	3	135	234	87	0.207323	6.81003	3.19604	14.018	5.93687	0.637706	-10.9651	0.171262	0	0	0	0	
1	3	14.1773	2.66215	2.93746	7	3	99	0.55	0.737781	0.416411	3	1.3653	4	55	262	224	0.25	30.4402	6.55429	15.4244	10.4374	0.566502	-33.5156	0.29821	0	0	0	0	
1	2	14.1773	2.66573	3.00739	6.03682	2	176	0.537655	0.764767	0.45	3	0.65	5	55	330	372	0.22713	25.8937	6.55429	12.7863	2.55854	135095	-36.8505	900	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.69249	2	59	0.483932	0.806706	0.404009	1	0.772585	4	74	366	87	0.206632	5.21937	3.19604	14.018	2.80483	0.631586	-9.04682	0.223423	0	0	0	0	
1	3	13.7512	2.66007	3.11672	5.85548	2	29	0.55	0.77657	0.445444	3	0.803224	5	66	446	166	0.194508	21.0237	9.50802	8.51413	1.54236	97698.1	-35.838	900	0	0	0	0	
1	3	14.1773	2.66215	2.67572	7	3	99	0.542669	0.737781	0.416411	3	1.3653	4	55	317	122	0.25	30.4402	6.55429	15.5116	10.4374	0.561294	-33.1454	0.256884	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.5	2	59	0.509551	0.806706	0.420893	1	1.23175	3	135	229	87	0.207323	6.81003	3.19604	14.018	5.93687	0.637549	-10.4487	0.170628	0	0	0	0	
1	2	14.2327	2.64828	2.47278	6.79771	3	200	0.45	0.735229	0.433176	2	0.664687	3	142	363	492	0.224079	13.9858	3.41257	15.8767	8.43497	0.59922	-33.2821	0.656352	0	0	0	0	
1	1	10.3035	2.38838	3.96494	7	1	175	0.484268	0.71847	0.44843	4	0.841924	5	82	201	50	0.210585	29.8372	5.31347	16.0171	9.58676	2.126	-21.2768	0.204228	0	0	0	0	
1	3	14.1773	2.66215	2.67572	7	3	99	0.542669	0.737781	0.416411	3	1.3653	4	55	317	82	0.25	30.4402	6.55429	10.4141	2.17249	0.562435	-33.1454	0.240138	0	0	0	0	
1	1	10.3035	2.38838	3.96494	7	1	175	0.484268	0.71847	0.44843	4	0.841924	5	82	201	50	0.197755	29.8372	5.31347	16.0171	9.58676	2.126	-21.2768	0.204228	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.69249	2	59	0.529907	0.806706	0.420893	1	0.65	4	88	366	87	0.206632	28.8131	3.19604	14.018	5.93687	0.677208	-12.964	0.212391	0	0	0	0	
1	3	14.1773	2.20035	2.81321	5.49594	2	75	0.537655	0.764767	0.45	3	1.12111	3	65	330	251	0.22713	25.8937	6.55429	9.56351	7.94563	124346	-35.9257	900	0	0	0	0	
1	1	10.3035	2.38838	3.96494	6.01048	1	175	0.484268	0.71847	0.447907	2	0.841924	5	82	201	50	0.197755	29.8372	5.31347	16.0171	9.58676	2.12363	-18.756	0.203689	0	0	0	0	
1	2	16.6334	2.37593	2.81065	5.77185	2	122	0.505414	0.700316	0.45	2	1.08431	3	131	154	274	0.175	27.1022	3.03418	28.6423	13.51	103368	-35.8646	900	0	0	0	0	
1	2	14.1773	2.66573	2.81321	5.49594	2	176	0.537655	0.764767	0.45	3	0.65	3	55	330	251	0.22713	25.8937	6.55429	9.56351	7.94563	135095	-36.1938	900	0	0	0	0	
2	3	8	2.5752	3.89522	4.69249	1	52	0.509551	0.806706	0.420893	3	0.772585	3	85	363	284	0.206632	5.21937	3.19604	14.018	1	1.69992	-19.7301	0.21629	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.86102	1	59	0.509551	0.806706	0.43796	1	0.772585	3	88	70	87	0.206632	5.21937	3.19604	14.018	5.93687	0.80821	-11.5228	0.179647	0	0	0	0	
1	3	13.7512	2.6097	3.11672	5.85548	2	109	0.506483	0.81	0.445444	3	0.774626	5	72	422	93	0.221097	26.5082	9.50802	8.51413	4.46054	0.620549	-34.9846	0.272542	0	0	0	0	
1	3	11.9011	2.50371	3.3548	5.20299	1	32	0.521198	0.806706	0.420893	3	0.876437	5	111	70	158	0.206632	5.21937	3.19604	7.45588	1	0.859148	-20.7358	0.219403	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.5	2	80	0.503352	0.806706	0.417261	1	1.23175	3	88	234	87	0.206632	5.21937	3.19604	14.018	5.93687	0.631612	-10.1005	0.183107	0	0	0	0	
1	2	15.2896	2.53741	2.47278	5.96397	3	121	0.479538	0.735229	0.433176	4	0.705974	3	142	302	492	0.224079	31.1103	3.41257	15.8767	1.09114	0.61178	-33.9768	0.456967	0	0	0	0	
2	3	11.8771	2.50371	3.89522	4.86102	1	53	0.509551	0.806706	0.43796	1	1.35023	3	88	70	87	0.206632	5.21937	3.19604	14.018	5.93687	0.80773	-11.0426	0.175939	0	0	0	0	
1	2	14.2327	2.64828	2.47278	6.79771	3	200	0.45	0.735229	0.433176	2	0.664687	3	142	302	492	0.224079	13.9858	3.41257	15.8767	8.43497	0.599385	-33.8008	0.64864	0	0	0	0	
1	3	14.1773	2.7	2.3	7	1	99	0.55	0.752188	0.448595	3	1.5	4	69	409	421	0.25	33.5507	6.55429	15.5116	14.5717	0.737734	-35.5512	0.420838	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.69249	1	59	0.509551	0.806706	0.420893	1	0.906628	3	117	366	87	0.206632	5.21937	3.19604	14.018	5.93687	0.801759	-10.6948	0.192956	0	0	0	0	



#Generation 12 / 200
currentGen	12
evaluateCount	1200
totalTime	438.423
firstFrontCount	24
frontCount	4
avgEvalTime	0.387019
#end
NumDecks	SLayout	Length	Width	Height	Wheelbase	Structure	NumChargers	Gangway	Pitch	SWidth	MType	DWidth	Topology	UPower	Capacity	ChaPow	PSpace	FA1	FA2	RA1	RA2	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	
1	3	14.1773	2.66573	3.17193	5.49594	3	17	0.537655	0.764767	0.431179	3	0.65	3	55	330	421	0.246467	34.1233	13.6136	15.5116	7.94563	0.552516	-35.1352	0.205131	0	0	0	0	
1	2	16.6334	2.37593	2.81065	5.77185	2	122	0.467291	0.700316	0.45	2	1.08431	3	131	154	274	0.196516	27.1022	3.03418	28.6423	13.51	0.596814	-35.5705	0.326974	0	0	0	0	
1	3	14.1773	2.20035	2.81321	5.49594	2	163	0.520928	0.81	0.45	3	1.12111	3	65	330	251	0.209736	25.8937	6.55429	9.56351	7.94563	0.602301	-35.9762	0.387007	0	0	0	0	
1	3	13.7512	2.6097	3.11672	5.85548	2	109	0.506483	0.81	0.449641	3	0.803224	5	72	422	93	0.221097	26.5082	7.39663	8.51413	4.46054	0.620433	-35.5123	0.272442	0	0	0	0	
1	3	14.3343	2.66007	3.11672	5.85548	2	99	0.547535	0.81	0.445444	3	0.803224	5	66	446	93	0.185191	26.5082	9.50802	8.51413	4.46054	90662.9	-37.5871	900	0	0	0	0	
1	3	14.1773	2.20035	2.81321	5.49594	2	163	0.520928	0.81	0.45	3	1.12111	3	65	330	251	0.209736	21.8526	6.55429	9.56351	6.82387	0.600067	-35.5736	0.385689	0	0	0	0	
2	3	11.9011	2.57701	3.89522	6.26395	2	59	0.509551	0.806706	0.420893	1	0.69938	3	78	392	87	0.206632	5	3.19604	14.018	5.93687	0.621855	-12.4472	0.192178	0	0	0	0	
2	2	11.9011	2.58647	3.89522	5.13659	2	53	0.503352	0.806706	0.417261	1	1.23175	3	88	234	87	0.206632	5	3.19604	6.35643	1.0217	0.831008	-8.87196	0.151846	0	0	0	0	
1	1	10.3035	2.38838	3.13789	7	1	8	0.484268	0.71847	0.44843	4	0.841924	5	82	201	50	0.188437	29.8372	5.31347	16.9075	9.58676	2.02603	-31.9104	0.134898	0	0	0	0	
1	2	16.6334	2.37593	2.81065	5.77185	2	122	0.467291	0.700316	0.45	2	0.849665	3	131	219	274	0.196516	27.1022	4.87978	25.8189	13.51	0.593289	-35.556	0.33102	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.5	3	118	0.509551	0.806706	0.420893	1	1.23175	3	135	234	87	0.207323	6.81003	3.19604	14.018	1	0.581605	-10.5452	0.202975	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.86102	1	59	0.509551	0.806706	0.43796	1	0.772585	3	75	137	50	0.206632	14.4162	3.19604	22.2017	5.93687	0.784409	-11.6249	0.153855	0	0	0	0	
2	3	11.9011	2.58647	3.89522	5.18461	2	53	0.503352	0.806706	0.417261	3	0.665248	3	50	167	87	0.206632	5	3.19604	14.018	1	0.613351	-11.3808	0.159795	0	0	0	0	
1	3	14.1773	2.20035	2.81321	5.49594	2	163	0.520928	0.81	0.45	3	1.12111	3	65	111	251	0.209736	29.2095	6.55429	9.56351	7.94563	0.61482	-37.1905	0.373238	0	0	0	0	
1	2	16.6334	2.3225	2.81065	5.77185	2	200	0.467291	0.675738	0.45	2	1.05539	3	78	154	274	0.196516	28.8347	3.03418	35	13.51	0.588517	-35.5659	0.440633	0	0	0	0	
1	3	14.1773	2.66573	3.57815	5.49594	3	17	0.519691	0.764767	0.426057	1	0.693653	3	55	500	421	0.246467	34.1233	13.6136	15.5116	7.94563	0.546277	-31.7413	0.220513	0	0	0	0	
2	3	11.9011	2.50371	3.89522	7	2	80	0.503352	0.806706	0.417261	1	1.23175	3	88	238	87	0.206632	5.21937	3.19604	14.018	5.93687	0.631678	-19.0087	0.183585	0	0	0	0	
1	3	14.1773	2.66573	3.57815	5.49594	3	17	0.519691	0.764767	0.426057	1	0.693653	3	84	500	345	0.246467	32.9373	13.6136	15.5116	7.94563	0.550178	-31.8316	0.215842	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.69249	2	59	0.529907	0.806706	0.420893	1	0.772585	3	88	70	87	0.206632	28.8131	3.19604	18.3688	5.93687	0.637062	-13.1343	0.165745	0	0	0	0	
1	3	14.1773	2.66573	3.57815	5.49594	3	17	0.519691	0.764767	0.426057	1	0.693653	3	55	500	421	0.246467	34.1233	13.6136	15.5116	7.94563	0.546277	-31.7413	0.220513	0	0	0	0	
1	2	14.1773	2.7	2.3	6.22884	1	99	0.55	0.752188	0.448595	3	0.833346	5	50	409	421	0.224078	33.5507	6.55429	15.5116	13.0076	0.826816	-37.2826	0.41007	0	0	0	0	
1	2	16.6334	2.37593	4.12258	5.77185	2	17	0.467291	0.700316	0.45	2	0.801762	3	131	219	274	0.196516	5	4.87978	19.5077	13.51	0.636362	-23.1215	0.188226	0	0	0	0	
1	3	8.11899	2.66215	2.67572	7	2	99	0.542669	0.737781	0.44375	3	1.3653	4	72	317	82	0.25	30.4402	6.55429	15.5116	1.65958	1.40318	-34.5176	0.197111	0	0	0	0	
1	3	14.1773	2.66215	3.59891	7	3	99	0.542669	0.737781	0.4	4	1.04784	3	59	317	289	0.25	30.4402	6.55429	15.5116	1.65958	0.544125	-33.0688	0.314005	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.86102	1	59	0.509551	0.806706	0.45	1	0.772585	3	75	70	87	0.206632	14.4162	2.43842	14.018	5.93687	0.797274	-12.8979	0.171144	0	0	0	0	
2	3	11.9011	2.58647	3.89522	5.13659	2	53	0.503352	0.806706	0.417261	1	1.23175	3	88	234	87	0.206632	5	3.19604	14.018	5.93687	0.621946	-10.9407	0.169279	0	0	0	0	
2	3	11.9011	2.58647	3.89522	5.18461	2	53	0.503352	0.806706	0.417261	3	0.65	3	50	234	87	0.206632	5	3.19604	14.018	5.93687	0.621017	-11.3085	0.170888	0	0	0	0	
1	3	18	2.37437	2.3	7	1	75	0.537655	0.81	0.45	3	1.3653	4	93	330	99	0.20548	34.1233	9.44177	14.4227	5.01035	83152.6	-36.1052	900	0	0	0	0	
1	3	13.7512	2.66007	3.11672	5.85548	2	99	0.547535	0.81	0.445444	3	0.803224	5	66	446	93	0.185191	26.5082	9.50802	8.51413	4.46054	95650.9	-36.3276	900	0	0	0	0	
1	2	15.2896	2.53741	2.47278	5.96397	3	96	0.55	0.735229	0.433176	4	0.705974	3	142	302	492	0.224079	32.8428	3.41257	15.8767	1.09114	0.612069	-35.7349	0.394441	0	0	0	0	
1	3	14.1773	2.66215	2.67572	7	3	99	0.542669	0.737781	0.416411	4	0.898959	4	71	317	82	0.25	30.4402	6.55429	15.5116	9.74828	0.562198	-34.876	0.238895	0	0	0	0	
1	2	16.6334	2.37593	2.81065	5.77185	2	122	0.467291	0.700316	0.45	2	1.08431	3	131	154	274	0.196516	27.1022	4.87978	28.6423	13.51	0.597937	-35.5705	0.327715	0	0	0	0	
1	2	15.2896	2.53741	2.47278	5.96397	3	96	0.55	0.735229	0.433176	4	0.705974	3	142	302	492	0.224079	32.8428	3.41257	15.8767	1.09114	0.612069	-35.7349	0.394441	0	0	0	0	
1	3	14.1773	2.66215	2.67572	7	3	99	0.542669	0.737781	0.4	4	1.04784	4	59	317	82	0.25	30.4402	6.55429	15.5116	1.65958	0.56215	-34.8	0.239636	0	0	0	0	
1	2	16.6334	2.37593	2.81065	5.77185	2	200	0.467291	0.700316	0.45	2	1.05539	3	131	154	274	0.196516	27.1022	3.03418	35	13.51	0.59688	-35.5705	0.44304	0	0	0	0	
1	3	14.1773	2.66573	3.57815	5.49594	3	17	0.537655	0.764767	0.426057	3	0.693653	3	55	330	421	0.246467	34.1233	13.6136	15.5116	7.94563	0.556518	-34.0923	0.205799	0	0	0	0	
1	2	15.2896	2.53741	2.47278	5.96397	3	96	0.55	0.735229	0.433176	4	0.705974	3	142	302	492	0.224079	32.8428	3.41257	15.8767	1.09114	0.612069	-35.7349	0.394441	0	0	0	0	
1	2	15.2896	2.53741	2.47278	5.96397	3	96	0.55	0.735229	0.433176	4	0.705974	3	142	260	492	0.224079	32.8428	3.41257	15.8767	8.7793	0.619989	-35.7363	0.393504	0	0	0	0	
1	3	14.1773	2.66573	3.57815	5.49594	3	17	0.537655	0.764767	0.426057	3	0.936717	2	55	330	258	0.246467	35	13.6136	15.5116	7.94563	0.573585	-34.1951	0.208901	0	0	0	0	
1	3	14.1773	2.66573	3.17193	5.56065	3	179	0.537655	0.775453	0.431179	3	0.65	5	87	379	421	0.246467	34.1233	13.6136	15.5116	7.94563	0.589135	-35.2509	0.584333	0	0	0	0	
1	3	14.1773	2.63014	2.81321	5.49594	2	163	0.520928	0.81	0.45	4	1.12111	3	65	330	251	0.226261	25.8937	6.55429	16.1023	7.94563	109529	-36.8788	900	0	0	0	0	
1	3	13.7512	2.6097	3.11672	5.85548	2	109	0.506483	0.81	0.445444	3	0.803224	5	72	422	93	0.221097	26.5082	9.50802	13.6117	3.94763	0.618999	-34.9984	0.271517	0	0	0	0	
1	2	14.1773	2.66573	2.81321	5.49594	3	176	0.537655	0.764767	0.45	3	0.954106	3	55	330	372	0.22713	25.8937	6.55429	12.7863	7.94563	135095	-37.0076	900	0	0	0	0	
1	3	13.7512	2.6097	2.92839	5.85548	2	109	0.506483	0.81	0.445444	3	0.774626	5	72	422	93	0.221097	26.5082	9.50802	8.51413	4.46054	0.61662	-34.9847	0.271809	0	0	0	0	
1	1	10.5454	2.38838	3.96494	7	2	175	0.484268	0.71847	0.44843	4	0.65	5	78	201	50	0.187791	29.8372	6.38563	16.1148	5.99378	1.68982	-21.1115	0.193413	0	0	0	0	
1	2	16.6334	2.37593	2.81065	5.77185	2	122	0.467291	0.700316	0.45	2	1.08431	3	131	154	274	0.196516	27.1022	4.87978	28.6423	13.51	0.597937	-35.5705	0.327715	0	0	0	0	
1	1	10.3035	2.48176	3.13789	7	1	8	0.484268	0.71847	0.44843	4	0.841924	5	82	201	50	0.188437	22.3984	5.31347	16.9075	9.58676	2.04159	-31.8518	0.136309	0	0	0	0	
1	2	14.1773	2.7	2.3	6.22884	1	99	0.55	0.752188	0.45	3	0.833346	5	50	409	421	0.25	33.5507	6.55429	15.5116	14.5717	147590	-37.4754	900	0	0	0	0	
2	3	11.9011	2.58647	3.89522	4.85806	2	53	0.503352	0.806706	0.417261	3	0.665248	3	50	314	87	0.206632	5	3.19604	5	1	0.615581	-5.07732	0.176994	0	0	0	0	
2	3	11.9011	2.50371	3.89522	5.01904	2	59	0.529907	0.760889	0.445253	1	0.772585	4	88	219	87	0.206632	28.8131	3.19604	14.018	5.93687	0.658248	-13.9182	0.195599	0	0	0	0	
1	3	14.1773	2.63014	2.81321	5.49594	2	163	0.520928	0.81	0.45	4	1.12111	3	65	330	251	0.226261	25.8937	6.55429	16.1023	7.94563	109529	-36.8788	900	0	0	0	0	
2	3	11.9011	2.52245	4.5	4.5	2	59	0.509551	0.806706	0.420893	1	0.65	3	135	234	87	0.207323	15.6534	3.19604	14.018	5.93687	0.645696	-11.902	0.170376	0	0	0	0	
1	3	14.1773	2.66573	2.65496	5.49594	3	17	0.519691	0.764767	0.426057	1	0.693653	4	78	500	214	0.246467	34.1233	13.6136	15.5116	7.94563	0.576402	-34.3484	0.229057	0	0	0	0	
1	1	10.3035	2.38838	3.13789	7	1	8	0.484268	0.71847	0.44843	4	0.841924	5	82	273	50	0.188437	28.0104	5.31347	16.9075	9.58676	2.03929	-31.9055	0.148836	0	0	0	0	
1	1	10.5454	2.38838	3.96494	7	2	175	0.484268	0.71847	0.44843	4	0.65	5	78	201	50	0.187791	29.8372	5.31347	16.0171	9.58676	1.69328	-21.1115	0.194201	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.5	2	59	0.509551	0.806706	0.420893	1	1.23175	4	135	234	87	0.207323	6.81003	3.19604	14.018	5.93687	0.683017	-12.0737	0.197324	0	0	0	0	
1	1	10.3035	2.38838	3.96494	7	1	175	0.484268	0.71847	0.44843	4	0.841924	5	82	201	50	0.197755	29.8372	5.31347	16.9075	13.2908	2.11745	-21.2768	0.202289	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.86102	1	59	0.509551	0.806706	0.43796	1	0.772585	3	75	70	87	0.206632	14.4162	3.19604	14.018	5.93687	0.798375	-11.6294	0.173008	0	0	0	0	
1	2	14.1773	2.7	2.3	6.22884	1	99	0.55	0.752188	0.448595	3	0.833346	5	50	409	421	0.25	33.5507	6.55429	15.5116	14.5717	147590	-37.2905	900	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.5	2	59	0.509551	0.761093	0.4	1	0.813683	4	135	234	87	0.207323	6.81003	3.19604	14.8757	5.93687	0.670539	-11.7058	0.200608	0	0	0	0	
1	2	14.1773	2.66573	2.81321	5.49594	2	176	0.537655	0.764767	0.45	3	0.65	3	55	330	372	0.22713	25.8937	6.55429	12.7863	7.94563	135095	-36.8513	900	0	0	0	0	
1	3	13.7512	2.6097	3.11672	5.85548	2	109	0.506483	0.81	0.445444	3	0.803224	5	72	422	93	0.221097	26.5082	9.50802	8.51413	4.46054	0.620549	-34.9984	0.272542	0	0	0	0	
1	2	14.1773	2.66573	2.81321	5.59747	2	176	0.537655	0.764767	0.45	3	0.65	3	55	238	372	0.22713	25.8937	6.55429	12.7863	7.94563	135095	-36.8545	900	0	0	0	0	
1	3	14.1773	2.66573	3.11043	7	1	75	0.537655	0.737781	0.45	3	1.3653	4	55	330	421	0.25	34.1233	6.55429	15.5116	7.95141	0.778697	-35.077	0.361905	0	0	0	0	
1	2	16.8801	2.30577	2.53396	6.50551	1	100	0.517209	0.720888	0.420491	3	1.48063	3	99	94	50	0.181899	33.7353	16.6978	18.7473	18.3491	0.74257	-30.8671	0.22588	0	0	0	0	
1	3	14.1773	2.66573	3.11043	7	1	75	0.537655	0.746141	0.45	3	1.3653	4	55	330	421	0.25	34.1233	9.44177	15.5116	7.95141	0.77881	-35.1135	0.36199	0	0	0	0	
2	3	11.9011	2.50371	3.89522	4.69249	2	59	0.529907	0.806706	0.420893	1	0.772585	4	88	366	87	0.206632	28.8131	3.19604	14.018	5.93687	0.677208	-13.0763	0.212391	0	0	0	0	
1	2	13.7512	2.55272	3.11672	5.85548	2	109	0.506483	0.791965	0.445444	3	0.803224	5	72	422	93	0.185191	26.5082	9.50802	8.51413	4.46054	0.699319	-34.6201	0.256926	0	0	0	0	
